Id,coord1,coord2,Serol,Year,Month,Day,Week,Site,Region,MetaRegion,MetaRegionB,Sex,Age,UK_Date,Date_continuous
8388,-5.16892,-78.95393,0,2017,7,29,31,CAJ4,Cajamarca,North,North,F,A,29/07/2017,2017.583333
8390,-5.16892,-78.95393,0,2017,7,29,31,CAJ4,Cajamarca,North,North,M,A,29/07/2017,2017.583333
9628,-6.46456,-78.67991,0,2017,7,21,29,CAJ1,Cajamarca,North,North,M,SA,21/07/2017,2017.583333
9631,-6.40509,-78.85663,1,2017,7,23,30,CAJ2,Cajamarca,North,North,M,A,23/07/2017,2017.583333
9634,-6.40509,-78.85663,1,2017,7,23,30,CAJ2,Cajamarca,North,North,F,A,23/07/2017,2017.583333
9635,-6.40509,-78.85663,1,2017,7,23,30,CAJ2,Cajamarca,North,North,M,A,23/07/2017,2017.583333
9636,-6.40509,-78.85663,1,2017,7,23,30,CAJ2,Cajamarca,North,North,M,A,23/07/2017,2017.583333
9640,-6.40509,-78.85663,0,2017,7,24,30,CAJ2,Cajamarca,North,North,M,A,24/07/2017,2017.583333
9646,-6.4017,-78.77091,0,2017,7,25,30,CAJ3,Cajamarca,North,North,F,SA,25/07/2017,2017.583333
9648,-6.4017,-78.77091,1,2017,7,25,30,CAJ3,Cajamarca,North,North,F,A,25/07/2017,2017.583333
9649,-6.4017,-78.77091,1,2017,7,25,30,CAJ3,Cajamarca,North,North,F,A,25/07/2017,2017.583333
9650,-6.4017,-78.77091,1,2017,7,25,30,CAJ3,Cajamarca,North,North,F,A,25/07/2017,2017.583333
9653,-6.4017,-78.77091,1,2017,7,25,30,CAJ3,Cajamarca,North,North,M,A,25/07/2017,2017.583333
9654,-6.4017,-78.77091,0,2017,7,25,30,CAJ3,Cajamarca,North,North,F,A,25/07/2017,2017.583333
9656,-6.4017,-78.77091,0,2017,7,25,30,CAJ3,Cajamarca,North,North,F,A,25/07/2017,2017.583333
9659,-6.4017,-78.77091,1,2017,7,25,30,CAJ3,Cajamarca,North,North,F,A,25/07/2017,2017.583333
9661,-6.4017,-78.77091,0,2017,7,25,30,CAJ3,Cajamarca,North,North,F,A,25/07/2017,2017.583333
9665,-6.4017,-78.77091,1,2017,7,25,30,CAJ3,Cajamarca,North,North,F,A,25/07/2017,2017.583333
9666,-6.4017,-78.77091,0,2017,7,25,30,CAJ3,Cajamarca,North,North,M,A,25/07/2017,2017.583333
9667,-6.4017,-78.77091,0,2017,7,25,30,CAJ3,Cajamarca,North,North,M,A,25/07/2017,2017.583333
9668,-6.4017,-78.77091,1,2017,7,26,30,CAJ3,Cajamarca,North,North,M,A,26/07/2017,2017.583333
9669,-6.4017,-78.77091,0,2017,7,26,30,CAJ3,Cajamarca,North,North,M,A,26/07/2017,2017.583333
9670,-6.4017,-78.77091,0,2017,7,26,30,CAJ3,Cajamarca,North,North,M,SA,26/07/2017,2017.583333
9671,-6.4017,-78.77091,0,2017,7,26,30,CAJ3,Cajamarca,North,North,F,A,26/07/2017,2017.583333
9672,-6.4017,-78.77091,1,2017,7,26,30,CAJ3,Cajamarca,North,North,M,SA,26/07/2017,2017.583333
9673,-5.16892,-78.95393,1,2017,7,28,30,CAJ4,Cajamarca,North,North,M,A,28/07/2017,2017.583333
9674,-5.16892,-78.95393,1,2017,7,28,30,CAJ4,Cajamarca,North,North,F,A,28/07/2017,2017.583333
9675,-5.16892,-78.95393,1,2017,7,28,30,CAJ4,Cajamarca,North,North,F,A,28/07/2017,2017.583333
9676,-5.16892,-78.95393,0,2017,7,28,30,CAJ4,Cajamarca,North,North,F,SA,28/07/2017,2017.583333
9677,-5.16892,-78.95393,0,2017,7,28,30,CAJ4,Cajamarca,North,North,M,A,28/07/2017,2017.583333
9678,-5.16892,-78.95393,0,2017,7,28,30,CAJ4,Cajamarca,North,North,M,A,28/07/2017,2017.583333
9679,-5.16892,-78.95393,1,2017,7,28,30,CAJ4,Cajamarca,North,North,F,A,28/07/2017,2017.583333
9680,-5.16892,-78.95393,0,2017,7,28,30,CAJ4,Cajamarca,North,North,M,A,28/07/2017,2017.583333
9681,-5.16892,-78.95393,1,2017,7,28,30,CAJ4,Cajamarca,North,North,M,A,28/07/2017,2017.583333
9682,-5.16892,-78.95393,1,2017,7,28,30,CAJ4,Cajamarca,North,North,F,A,28/07/2017,2017.583333
9683,-5.16892,-78.95393,0,2017,7,28,30,CAJ4,Cajamarca,North,North,M,A,28/07/2017,2017.583333
9684,-5.16892,-78.95393,1,2017,7,28,30,CAJ4,Cajamarca,North,North,M,A,28/07/2017,2017.583333
9685,-5.16892,-78.95393,0,2017,7,28,30,CAJ4,Cajamarca,North,North,M,A,28/07/2017,2017.583333
9686,-5.16892,-78.95393,1,2017,7,28,30,CAJ4,Cajamarca,North,North,M,A,28/07/2017,2017.583333
9688,-5.16892,-78.95393,1,2017,7,28,30,CAJ4,Cajamarca,North,North,F,A,28/07/2017,2017.583333
9691,-5.16892,-78.95393,0,2017,7,28,30,CAJ4,Cajamarca,North,North,M,A,28/07/2017,2017.583333
9692,-5.16892,-78.95393,0,2017,7,28,30,CAJ4,Cajamarca,North,North,M,A,28/07/2017,2017.583333
9693,-5.16892,-78.95393,0,2017,7,28,30,CAJ4,Cajamarca,North,North,M,A,28/07/2017,2017.583333
9694,-5.16892,-78.95393,1,2017,7,28,30,CAJ4,Cajamarca,North,North,F,A,28/07/2017,2017.583333
9698,-5.16892,-78.95393,0,2017,7,28,30,CAJ4,Cajamarca,North,North,M,A,28/07/2017,2017.583333
9699,-5.16892,-78.95393,0,2017,7,28,30,CAJ4,Cajamarca,North,North,M,A,28/07/2017,2017.583333
9701,-5.16892,-78.95393,1,2017,7,29,31,CAJ4,Cajamarca,North,North,M,A,29/07/2017,2017.583333
9702,-5.16892,-78.95393,0,2017,7,29,31,CAJ4,Cajamarca,North,North,F,A,29/07/2017,2017.583333
9703,-5.16892,-78.95393,0,2017,7,29,31,CAJ4,Cajamarca,North,North,M,A,29/07/2017,2017.583333
9704,-5.16892,-78.95393,1,2017,7,29,31,CAJ4,Cajamarca,North,North,M,A,29/07/2017,2017.583333
9705,-5.16892,-78.95393,0,2017,7,29,31,CAJ4,Cajamarca,North,North,F,A,29/07/2017,2017.583333
9706,-5.16892,-78.95393,0,2017,7,29,31,CAJ4,Cajamarca,North,North,M,A,29/07/2017,2017.583333
9707,-5.16892,-78.95393,1,2017,7,29,31,CAJ4,Cajamarca,North,North,F,A,29/07/2017,2017.583333
9708,-5.16892,-78.95393,0,2017,7,29,31,CAJ4,Cajamarca,North,North,M,A,29/07/2017,2017.583333
9710,-5.16892,-78.95393,1,2017,7,29,31,CAJ4,Cajamarca,North,North,F,A,29/07/2017,2017.583333
9711,-5.16892,-78.95393,0,2017,7,29,31,CAJ4,Cajamarca,North,North,M,A,29/07/2017,2017.583333
9712,-5.16892,-78.95393,0,2017,7,29,31,CAJ4,Cajamarca,North,North,M,A,29/07/2017,2017.583333
9713,-5.16892,-78.95393,0,2017,7,29,31,CAJ4,Cajamarca,North,North,F,A,29/07/2017,2017.583333
9714,-5.16892,-78.95393,1,2017,7,29,31,CAJ4,Cajamarca,North,North,M,A,29/07/2017,2017.583333
3740,-6.46456,-78.67991,0,2018,8,18,33,CAJ1,Cajamarca,North,North,M,A,18/08/2018,2018.666667
4071,-6.40509,-78.85663,1,2018,8,20,34,CAJ2,Cajamarca,North,North,M,A,20/08/2018,2018.666667
4122,-6.40509,-78.85663,1,2018,8,21,34,CAJ2,Cajamarca,North,North,F,A,21/08/2018,2018.666667
4700,-6.40509,-78.85663,0,2018,8,20,34,CAJ2,Cajamarca,North,North,F,A,20/08/2018,2018.666667
6040,-5.16892,-78.95393,0,2018,8,26,35,CAJ4,Cajamarca,North,North,M,A,26/08/2018,2018.666667
6073,-6.40509,-78.85663,1,2018,8,20,34,CAJ2,Cajamarca,North,North,M,A,20/08/2018,2018.666667
6107,-6.40509,-78.85663,1,2018,8,21,34,CAJ2,Cajamarca,North,North,F,A,21/08/2018,2018.666667
6168,-6.46456,-78.67991,0,2018,8,18,33,CAJ1,Cajamarca,North,North,M,A,18/08/2018,2018.666667
6175,-6.40509,-78.85663,0,2018,8,21,34,CAJ2,Cajamarca,North,North,M,A,21/08/2018,2018.666667
6176,-6.40509,-78.85663,1,2018,8,21,34,CAJ2,Cajamarca,North,North,M,A,21/08/2018,2018.666667
6181,-6.40509,-78.85663,1,2018,8,21,34,CAJ2,Cajamarca,North,North,F,A,21/08/2018,2018.666667
6200,-6.4017,-78.77091,1,2018,8,23,34,CAJ3,Cajamarca,North,North,F,A,23/08/2018,2018.666667
8084,-6.46456,-78.67991,0,2018,8,18,33,CAJ1,Cajamarca,North,North,F,A,18/08/2018,2018.666667
8088,-6.46456,-78.67991,0,2018,8,18,33,CAJ1,Cajamarca,North,North,M,A,18/08/2018,2018.666667
8090,-6.46456,-78.67991,0,2018,8,18,33,CAJ1,Cajamarca,North,North,M,A,18/08/2018,2018.666667
8091,-6.46456,-78.67991,0,2018,8,18,33,CAJ1,Cajamarca,North,North,F,A,18/08/2018,2018.666667
8096,-6.40509,-78.85663,0,2018,8,21,34,CAJ2,Cajamarca,North,North,F,A,21/08/2018,2018.666667
8101,-6.40509,-78.85663,1,2018,8,21,34,CAJ2,Cajamarca,North,North,M,A,21/08/2018,2018.666667
8106,-6.40509,-78.85663,1,2018,8,21,34,CAJ2,Cajamarca,North,North,F,A,21/08/2018,2018.666667
8108,-6.40509,-78.85663,1,2018,8,21,34,CAJ2,Cajamarca,North,North,M,A,21/08/2018,2018.666667
8110,-6.40509,-78.85663,0,2018,8,21,34,CAJ2,Cajamarca,North,North,F,A,21/08/2018,2018.666667
8113,-6.40509,-78.85663,0,2018,8,20,34,CAJ2,Cajamarca,North,North,M,A,20/08/2018,2018.666667
8119,-6.40509,-78.85663,0,2018,8,20,34,CAJ2,Cajamarca,North,North,F,A,20/08/2018,2018.666667
8124,-6.40509,-78.85663,1,2018,8,21,34,CAJ2,Cajamarca,North,North,M,A,21/08/2018,2018.666667
8143,-6.4017,-78.77091,0,2018,8,24,34,CAJ3,Cajamarca,North,North,F,A,24/08/2018,2018.666667
8148,-6.4017,-78.77091,1,2018,8,23,34,CAJ3,Cajamarca,North,North,M,A,23/08/2018,2018.666667
8183,-6.4017,-78.77091,1,2018,8,23,34,CAJ3,Cajamarca,North,North,M,A,23/08/2018,2018.666667
8191,-6.4017,-78.77091,1,2018,8,24,34,CAJ3,Cajamarca,North,North,F,A,24/08/2018,2018.666667
8196,-6.4017,-78.77091,0,2018,8,24,34,CAJ3,Cajamarca,North,North,F,A,24/08/2018,2018.666667
8356,-6.4017,-78.77091,0,2018,8,23,34,CAJ3,Cajamarca,North,North,F,A,23/08/2018,2018.666667
9627,-6.46456,-78.67991,0,2018,8,18,33,CAJ1,Cajamarca,North,North,M,A,18/08/2018,2018.666667
9630,-6.40509,-78.85663,0,2018,8,20,34,CAJ2,Cajamarca,North,North,F,A,20/08/2018,2018.666667
9634,-6.40509,-78.85663,1,2018,8,20,34,CAJ2,Cajamarca,North,North,F,A,20/08/2018,2018.666667
9635,-6.40509,-78.85663,1,2018,8,21,34,CAJ2,Cajamarca,North,North,M,A,21/08/2018,2018.666667
9638,-6.40509,-78.85663,0,2018,8,20,34,CAJ2,Cajamarca,North,North,F,A,20/08/2018,2018.666667
9641,-6.40509,-78.85663,1,2018,8,21,34,CAJ2,Cajamarca,North,North,F,A,21/08/2018,2018.666667
9643,-6.40509,-78.85663,0,2018,8,21,34,CAJ2,Cajamarca,North,North,F,A,21/08/2018,2018.666667
9666,-6.4017,-78.77091,0,2018,8,23,34,CAJ3,Cajamarca,North,North,M,A,23/08/2018,2018.666667
9669,-6.4017,-78.77091,0,2018,8,23,34,CAJ3,Cajamarca,North,North,M,A,23/08/2018,2018.666667
9677,-5.16892,-78.95393,0,2018,8,26,35,CAJ4,Cajamarca,North,North,M,A,26/08/2018,2018.666667
9691,-5.16892,-78.95393,0,2018,8,26,35,CAJ4,Cajamarca,North,North,M,A,26/08/2018,2018.666667
10278,-6.46456,-78.67991,0,2018,8,18,33,CAJ1,Cajamarca,North,North,M,A,18/08/2018,2018.666667
10279,-6.46456,-78.67991,0,2018,8,18,33,CAJ1,Cajamarca,North,North,M,A,18/08/2018,2018.666667
10280,-6.46456,-78.67991,0,2018,8,18,33,CAJ1,Cajamarca,North,North,F,A,18/08/2018,2018.666667
10281,-6.46456,-78.67991,0,2018,8,18,33,CAJ1,Cajamarca,North,North,M,A,18/08/2018,2018.666667
10282,-6.46456,-78.67991,0,2018,8,19,34,CAJ1,Cajamarca,North,North,F,SA,19/08/2018,2018.666667
10283,-6.46456,-78.67991,0,2018,8,19,34,CAJ1,Cajamarca,North,North,F,A,19/08/2018,2018.666667
10284,-6.40509,-78.85663,0,2018,8,20,34,CAJ2,Cajamarca,North,North,M,A,20/08/2018,2018.666667
10285,-6.40509,-78.85663,0,2018,8,20,34,CAJ2,Cajamarca,North,North,F,A,20/08/2018,2018.666667
10286,-6.40509,-78.85663,0,2018,8,20,34,CAJ2,Cajamarca,North,North,M,A,20/08/2018,2018.666667
10287,-6.40509,-78.85663,0,2018,8,20,34,CAJ2,Cajamarca,North,North,M,SA,20/08/2018,2018.666667
10288,-6.40509,-78.85663,0,2018,8,20,34,CAJ2,Cajamarca,North,North,M,A,20/08/2018,2018.666667
10289,-6.40509,-78.85663,0,2018,8,20,34,CAJ2,Cajamarca,North,North,M,A,20/08/2018,2018.666667
10290,-6.40509,-78.85663,0,2018,8,20,34,CAJ2,Cajamarca,North,North,M,A,20/08/2018,2018.666667
10291,-6.40509,-78.85663,0,2018,8,20,34,CAJ2,Cajamarca,North,North,M,A,20/08/2018,2018.666667
10292,-6.40509,-78.85663,0,2018,8,20,34,CAJ2,Cajamarca,North,North,M,A,20/08/2018,2018.666667
10293,-6.40509,-78.85663,0,2018,8,20,34,CAJ2,Cajamarca,North,North,F,A,20/08/2018,2018.666667
10294,-6.40509,-78.85663,0,2018,8,20,34,CAJ2,Cajamarca,North,North,M,A,20/08/2018,2018.666667
10295,-6.40509,-78.85663,1,2018,8,20,34,CAJ2,Cajamarca,North,North,F,A,20/08/2018,2018.666667
10296,-6.40509,-78.85663,0,2018,8,20,34,CAJ2,Cajamarca,North,North,M,A,20/08/2018,2018.666667
10297,-6.40509,-78.85663,0,2018,8,20,34,CAJ2,Cajamarca,North,North,M,A,20/08/2018,2018.666667
10299,-6.40509,-78.85663,1,2018,8,21,34,CAJ2,Cajamarca,North,North,M,A,21/08/2018,2018.666667
10300,-6.40509,-78.85663,0,2018,8,21,34,CAJ2,Cajamarca,North,North,M,A,21/08/2018,2018.666667
10301,-6.40509,-78.85663,1,2018,8,21,34,CAJ2,Cajamarca,North,North,M,A,21/08/2018,2018.666667
10302,-6.40509,-78.85663,0,2018,8,21,34,CAJ2,Cajamarca,North,North,M,A,21/08/2018,2018.666667
10303,-6.40509,-78.85663,0,2018,8,21,34,CAJ2,Cajamarca,North,North,F,A,21/08/2018,2018.666667
10304,-6.40509,-78.85663,1,2018,8,21,34,CAJ2,Cajamarca,North,North,F,A,21/08/2018,2018.666667
10305,-6.40509,-78.85663,1,2018,8,21,34,CAJ2,Cajamarca,North,North,F,A,21/08/2018,2018.666667
10306,-6.40509,-78.85663,0,2018,8,21,34,CAJ2,Cajamarca,North,North,M,A,21/08/2018,2018.666667
10307,-6.40509,-78.85663,1,2018,8,21,34,CAJ2,Cajamarca,North,North,F,A,21/08/2018,2018.666667
10308,-6.4017,-78.77091,1,2018,8,23,34,CAJ3,Cajamarca,North,North,M,A,23/08/2018,2018.666667
10309,-6.4017,-78.77091,0,2018,8,23,34,CAJ3,Cajamarca,North,North,M,A,23/08/2018,2018.666667
10310,-6.4017,-78.77091,0,2018,8,23,34,CAJ3,Cajamarca,North,North,F,A,23/08/2018,2018.666667
10311,-6.4017,-78.77091,0,2018,8,23,34,CAJ3,Cajamarca,North,North,M,A,23/08/2018,2018.666667
10312,-6.4017,-78.77091,0,2018,8,23,34,CAJ3,Cajamarca,North,North,F,A,23/08/2018,2018.666667
10313,-6.4017,-78.77091,0,2018,8,23,34,CAJ3,Cajamarca,North,North,F,A,23/08/2018,2018.666667
10314,-6.4017,-78.77091,1,2018,8,23,34,CAJ3,Cajamarca,North,North,F,A,23/08/2018,2018.666667
10315,-6.4017,-78.77091,0,2018,8,23,34,CAJ3,Cajamarca,North,North,M,A,23/08/2018,2018.666667
10316,-6.4017,-78.77091,0,2018,8,23,34,CAJ3,Cajamarca,North,North,M,A,23/08/2018,2018.666667
10317,-6.4017,-78.77091,1,2018,8,23,34,CAJ3,Cajamarca,North,North,F,A,23/08/2018,2018.666667
10318,-6.4017,-78.77091,0,2018,8,23,34,CAJ3,Cajamarca,North,North,M,A,23/08/2018,2018.666667
10319,-6.4017,-78.77091,1,2018,8,23,34,CAJ3,Cajamarca,North,North,M,A,23/08/2018,2018.666667
10320,-6.4017,-78.77091,0,2018,8,23,34,CAJ3,Cajamarca,North,North,M,A,23/08/2018,2018.666667
10321,-6.4017,-78.77091,0,2018,8,23,34,CAJ3,Cajamarca,North,North,M,A,23/08/2018,2018.666667
10322,-6.4017,-78.77091,0,2018,8,24,34,CAJ3,Cajamarca,North,North,M,A,24/08/2018,2018.666667
10323,-6.4017,-78.77091,0,2018,8,24,34,CAJ3,Cajamarca,North,North,F,A,24/08/2018,2018.666667
10324,-6.4017,-78.77091,1,2018,8,24,34,CAJ3,Cajamarca,North,North,M,A,24/08/2018,2018.666667
10325,-6.4017,-78.77091,0,2018,8,24,34,CAJ3,Cajamarca,North,North,M,A,24/08/2018,2018.666667
10326,-6.4017,-78.77091,1,2018,8,24,34,CAJ3,Cajamarca,North,North,F,A,24/08/2018,2018.666667
10327,-6.4017,-78.77091,0,2018,8,24,34,CAJ3,Cajamarca,North,North,F,A,24/08/2018,2018.666667
10328,-6.4017,-78.77091,1,2018,8,24,34,CAJ3,Cajamarca,North,North,F,A,24/08/2018,2018.666667
10329,-6.4017,-78.77091,0,2018,8,24,34,CAJ3,Cajamarca,North,North,F,A,24/08/2018,2018.666667
10330,-6.4017,-78.77091,0,2018,8,24,34,CAJ3,Cajamarca,North,North,M,A,24/08/2018,2018.666667
10331,-6.4017,-78.77091,0,2018,8,24,34,CAJ3,Cajamarca,North,North,F,A,24/08/2018,2018.666667
10332,-6.4017,-78.77091,1,2018,8,24,34,CAJ3,Cajamarca,North,North,F,A,24/08/2018,2018.666667
10333,-5.16892,-78.95393,0,2018,8,26,35,CAJ4,Cajamarca,North,North,M,A,26/08/2018,2018.666667
10334,-5.16892,-78.95393,0,2018,8,26,35,CAJ4,Cajamarca,North,North,F,A,26/08/2018,2018.666667
10335,-5.16892,-78.95393,0,2018,8,26,35,CAJ4,Cajamarca,North,North,M,A,26/08/2018,2018.666667
10336,-5.16892,-78.95393,0,2018,8,26,35,CAJ4,Cajamarca,North,North,M,A,26/08/2018,2018.666667
10337,-5.16892,-78.95393,0,2018,8,26,35,CAJ4,Cajamarca,North,North,M,A,26/08/2018,2018.666667
10338,-5.16892,-78.95393,0,2018,8,26,35,CAJ4,Cajamarca,North,North,M,A,26/08/2018,2018.666667
10339,-5.16892,-78.95393,0,2018,8,26,35,CAJ4,Cajamarca,North,North,M,A,26/08/2018,2018.666667
10340,-5.16892,-78.95393,0,2018,8,26,35,CAJ4,Cajamarca,North,North,M,SA,26/08/2018,2018.666667
10341,-5.16892,-78.95393,0,2018,8,26,35,CAJ4,Cajamarca,North,North,M,A,26/08/2018,2018.666667
D0086,-5.16892,-78.95393,0,2018,8,26,35,CAJ4,Cajamarca,North,North,M,A,26/08/2018,2018.666667
6943,-13.04096,-73.95713,0,2015,7,14,28,AYA1,Ayacucho,South,South_a,M,A,14/07/2015,2015.583333
7177,-13.04096,-73.95713,0,2015,7,13,28,AYA1,Ayacucho,South,South_a,M,A,13/07/2015,2015.583333
7189,-13.04096,-73.95713,0,2015,7,14,28,AYA1,Ayacucho,South,South_a,M,A,14/07/2015,2015.583333
7190,-13.04096,-73.95713,0,2015,7,14,28,AYA1,Ayacucho,South,South_a,M,A,14/07/2015,2015.583333
7191,-13.04096,-73.95713,0,2015,7,14,28,AYA1,Ayacucho,South,South_a,M,A,14/07/2015,2015.583333
7192,-13.04096,-73.95713,0,2015,7,14,28,AYA1,Ayacucho,South,South_a,M,A,14/07/2015,2015.583333
7193,-13.04096,-73.95713,0,2015,7,14,28,AYA1,Ayacucho,South,South_a,F,A,14/07/2015,2015.583333
7194,-13.04096,-73.95713,0,2015,7,14,28,AYA1,Ayacucho,South,South_a,F,SA,14/07/2015,2015.583333
7195,-13.04096,-73.95713,0,2015,7,14,28,AYA1,Ayacucho,South,South_a,F,A,14/07/2015,2015.583333
7196,-13.04096,-73.95713,0,2015,7,14,28,AYA1,Ayacucho,South,South_a,F,A,14/07/2015,2015.583333
7197,-13.04096,-73.95713,0,2015,7,14,28,AYA1,Ayacucho,South,South_a,M,SA,14/07/2015,2015.583333
7198,-13.04096,-73.95713,0,2015,7,14,28,AYA1,Ayacucho,South,South_a,F,A,14/07/2015,2015.583333
7199,-13.04096,-73.95713,0,2015,7,14,28,AYA1,Ayacucho,South,South_a,M,A,14/07/2015,2015.583333
7801,-13.04096,-73.95713,0,2015,7,14,28,AYA1,Ayacucho,South,South_a,M,A,14/07/2015,2015.583333
7802,-13.04096,-73.95713,0,2015,7,14,28,AYA1,Ayacucho,South,South_a,M,A,14/07/2015,2015.583333
7767,-13.92929,-73.91225,0,2015,7,21,29,AYA14,Ayacucho,South,South_a,F,A,21/07/2015,2015.583333
7768,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,F,A,22/07/2015,2015.583333
7769,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,M,A,22/07/2015,2015.583333
7770,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,F,A,22/07/2015,2015.583333
7771,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,F,A,22/07/2015,2015.583333
7772,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,M,A,22/07/2015,2015.583333
7773,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,M,A,22/07/2015,2015.583333
7774,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,F,A,22/07/2015,2015.583333
7775,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,F,A,22/07/2015,2015.583333
7776,-13.92929,-73.91225,1,2015,7,22,30,AYA14,Ayacucho,South,South_a,M,A,22/07/2015,2015.583333
7777,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,F,A,22/07/2015,2015.583333
7778,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,F,A,22/07/2015,2015.583333
7779,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,F,A,22/07/2015,2015.583333
7780,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,F,A,22/07/2015,2015.583333
7781,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,F,A,22/07/2015,2015.583333
7782,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,F,A,22/07/2015,2015.583333
7783,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,M,A,22/07/2015,2015.583333
7784,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,F,A,22/07/2015,2015.583333
7785,-13.92929,-73.91225,1,2015,7,22,30,AYA14,Ayacucho,South,South_a,F,A,22/07/2015,2015.583333
7786,-13.92929,-73.91225,1,2015,7,22,30,AYA14,Ayacucho,South,South_a,F,A,22/07/2015,2015.583333
7787,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,F,A,22/07/2015,2015.583333
7788,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,M,A,22/07/2015,2015.583333
7789,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,F,A,22/07/2015,2015.583333
7790,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,M,A,22/07/2015,2015.583333
7791,-13.92929,-73.91225,1,2015,7,22,30,AYA14,Ayacucho,South,South_a,M,A,22/07/2015,2015.583333
7792,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,F,A,22/07/2015,2015.583333
7793,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,M,A,22/07/2015,2015.583333
7794,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,M,A,22/07/2015,2015.583333
7795,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,M,A,22/07/2015,2015.583333
7796,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,F,A,22/07/2015,2015.583333
7797,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,M,A,22/07/2015,2015.583333
7798,-13.92929,-73.91225,0,2015,7,22,30,AYA14,Ayacucho,South,South_a,F,A,22/07/2015,2015.583333
7751,-13.02504,-73.91055,0,2015,7,18,29,AYA4,Ayacucho,South,South_a,F,A,18/07/2015,2015.583333
7752,-13.02504,-73.91055,0,2015,7,18,29,AYA4,Ayacucho,South,South_a,F,A,18/07/2015,2015.583333
7753,-13.02504,-73.91055,0,2015,7,18,29,AYA4,Ayacucho,South,South_a,M,A,18/07/2015,2015.583333
7754,-13.02504,-73.91055,0,2015,7,18,29,AYA4,Ayacucho,South,South_a,F,A,18/07/2015,2015.583333
7755,-13.02504,-73.91055,0,2015,7,18,29,AYA4,Ayacucho,South,South_a,F,A,18/07/2015,2015.583333
7756,-13.02504,-73.91055,0,2015,7,18,29,AYA4,Ayacucho,South,South_a,F,A,18/07/2015,2015.583333
7757,-13.02504,-73.91055,0,2015,7,18,29,AYA4,Ayacucho,South,South_a,M,A,18/07/2015,2015.583333
7758,-13.02504,-73.91055,0,2015,7,18,29,AYA4,Ayacucho,South,South_a,F,A,18/07/2015,2015.583333
7759,-13.02504,-73.91055,0,2015,7,18,29,AYA4,Ayacucho,South,South_a,M,A,18/07/2015,2015.583333
7760,-13.02504,-73.91055,0,2015,7,18,29,AYA4,Ayacucho,South,South_a,F,A,18/07/2015,2015.583333
7808,-13.02504,-73.91055,0,2015,7,18,29,AYA4,Ayacucho,South,South_a,M,A,18/07/2015,2015.583333
7809,-13.02504,-73.91055,0,2015,7,18,29,AYA4,Ayacucho,South,South_a,M,A,18/07/2015,2015.583333
7810,-13.02504,-73.91055,0,2015,7,18,29,AYA4,Ayacucho,South,South_a,F,A,18/07/2015,2015.583333
7811,-13.02504,-73.91055,0,2015,7,18,29,AYA4,Ayacucho,South,South_a,M,SA,18/07/2015,2015.583333
7812,-13.02504,-73.91055,0,2015,7,18,29,AYA4,Ayacucho,South,South_a,M,A,18/07/2015,2015.583333
7813,-13.02504,-73.91055,0,2015,7,18,29,AYA4,Ayacucho,South,South_a,F,A,18/07/2015,2015.583333
7814,-13.02504,-73.91055,0,2015,7,18,29,AYA4,Ayacucho,South,South_a,M,SA,18/07/2015,2015.583333
7815,-13.02504,-73.91055,0,2015,7,18,29,AYA4,Ayacucho,South,South_a,M,A,18/07/2015,2015.583333
7816,-13.02504,-73.91055,0,2015,7,18,29,AYA4,Ayacucho,South,South_a,F,A,18/07/2015,2015.583333
